"dataset","id","trt","y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40"
2,187,1,5.32,0,0,0,0,0,0,2,2,1,1,1,1,1,2,1,1,1,1,1,1,37.7,38.6,76.6,24.32,47.19,52.82,93.15,26.86,0.53,90.81,53.59,82.11,62.09,91.17,77.05,40.98,64.9,47.03,75.51,70.36
2,188,1,7.815,2,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2,79.52,37.09,47.27,47.28,72.94,3.45,8.91,36.62,99.1,57.12,88.58,34.23,68.64,62.62,65.06,11.3,53.47,37.14,45.03,48.52
2,189,0,7.187,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,30.51,11.23,22.33,21.87,85.37,41.7,83.43,37.68,13.62,27.21,63.77,43.26,29.04,2.33,26.02,10.93,54.21,75,77.44,13.32
2,190,1,7.085,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,74.25,84.08,9.3,13,54.71,67.41,53.65,85.93,94.22,8.35,4.44,56.15,39.2,31.15,10.88,52.21,88.39,18.79,85.75,52.74
2,191,1,7.884,0,0,0,0,2,1,2,2,1,1,1,1,2,2,0,0,1,1,0,0,53.87,17.01,14.58,35.99,45.05,10.19,24.97,58.28,4.72,92.89,58.17,54.12,88.7,92.72,54.47,62.28,94.9,86.58,44.53,39.27
2,192,1,7.512,0,1,2,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,47.26,44.18,80.23,97.46,10.74,24.45,25.36,32.52,62.81,94.05,88.39,40.59,35.55,18.77,7.48,87.37,33.92,34.06,91.81,51.14
2,193,0,4.187,1,1,0,0,2,2,0,0,1,1,0,1,0,0,1,1,1,2,1,0,49.11,43.22,22.56,95.76,4.39,53.48,91.74,82.15,34.09,58.33,82,4.38,66.64,43.02,11.47,57.63,24.34,84.72,21.48,87.44
2,194,1,6.702,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,2,2,95.99,7.41,34.05,53.29,10.02,71.57,63.03,41.35,59.01,47.28,34.55,14.38,88.39,10.87,97.12,43.03,39.74,55.37,22.53,46.76
2,195,1,9.09,2,2,1,1,1,0,1,1,2,2,1,1,1,1,1,1,2,2,1,2,20.26,70.91,96.78,16.39,2.7,87.19,21.89,32.41,66.84,64.2,81.08,58.71,87.09,15.63,61.71,76.24,50.41,91.35,27.56,73.75
2,196,1,8.09,0,0,1,1,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,0,64.64,42.8,39.48,53.31,18.77,29.77,71.98,56.13,21.62,30.15,15.85,64.09,84.37,79.35,6.9,99.44,73.22,6.56,69.18,78.11
2,197,1,7.183,0,0,2,2,0,0,1,1,0,0,1,1,0,0,2,1,0,0,1,1,30.14,2.59,85.94,56.19,33.28,93.2,8.15,10.06,91.63,4.82,19.27,20.2,36.78,4.82,76.46,68.55,90.74,96.83,57.6,62.21
2,198,1,5.619,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,10.38,94.36,1.16,98.47,16.44,83.36,23.4,11.91,77.6,90.25,24.1,32.15,28.85,96.5,79.54,20.82,31.47,9.09,59.19,40.62
2,199,0,6.856,0,0,1,1,0,0,1,1,0,0,1,2,2,2,0,0,0,0,2,1,44.7,11.29,58.29,70.57,39.71,61.04,12.84,15.11,25.5,6.64,90.72,21.38,67.21,86.03,81.08,94.98,84.09,66.02,81.58,76.81
2,200,0,6.391,1,1,0,0,0,0,1,1,1,2,0,1,2,0,1,1,0,0,1,1,58.75,73.97,52.24,15.04,1.59,88.96,15.03,29.38,37.86,56.69,47.14,40.38,52.59,51.99,42.9,44.04,83.66,22.07,20.01,51.62
2,201,1,7.122,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,75.31,25.36,48.64,44.19,5.57,91.13,87.61,14.12,10.87,16.19,85.55,81.31,93.74,93.35,86.94,38.8,14.66,87,24.43,12.6
2,202,1,10.464,2,2,1,1,0,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,87.96,57.16,41.58,10.29,5.68,90.49,33.92,42.86,16.28,51.91,29.59,43.46,86.56,22.88,59.72,81.54,89.32,86.18,27.64,13.85
2,203,1,8.377,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,75.14,62.18,66.54,59.69,35.63,53.66,23.09,21.73,0.75,24.62,32.07,64.51,99.3,51.35,18.06,42.33,86.03,85.7,4.8,43.39
2,204,1,5.089,0,0,1,1,2,2,2,2,1,1,1,1,0,0,0,0,1,0,0,0,46.76,69.11,93.72,7.88,9.94,51.88,2.59,89.14,18.74,3.98,39.83,93.08,65.17,87.09,24.74,83.01,65.11,83.55,79.69,27.09
2,205,1,6.231,0,0,1,1,0,0,2,1,1,1,1,1,1,1,0,0,2,1,1,1,42.03,30.51,14.26,3.73,17.36,48.09,41.27,4.65,87.35,43.04,82.17,10.21,57.84,32.98,69.63,65.33,45.4,7.37,78.51,0.96
2,206,0,6.86,1,1,0,0,2,2,0,1,1,1,2,1,0,0,1,1,2,0,0,0,16.39,51.76,56.81,76.03,80.74,64.1,40.08,54.76,13.12,53.38,31.69,86.05,76.06,6.61,89.83,40.3,75.69,17.56,51.32,27.32
2,207,1,6.837,0,1,1,1,0,0,0,1,2,1,0,0,0,0,1,1,2,1,0,1,51.37,71.22,42.9,20.65,14.1,74.56,16.1,33.38,97.68,28.91,26.72,99.73,81.2,30.17,91.16,95.48,86.01,62.22,10.31,44.35
2,208,1,8.75,0,0,1,1,0,0,1,1,0,1,0,1,2,1,0,0,0,0,1,1,33.82,47.3,21.9,9.01,81.81,33.84,25.67,60.18,77.82,59.38,30.87,83.77,20.16,62.52,23.25,45.48,91.31,6.49,16.71,40.93
2,209,0,7.949,0,0,1,0,1,1,0,1,1,0,2,1,0,0,1,2,0,0,0,0,70.53,95.77,39.77,31.45,71.18,21.47,37.43,89.56,78.57,0.44,70.68,81.28,80.75,18.41,3.57,18.84,88.54,88.15,7.41,92.55
2,210,0,8.966,1,1,0,0,0,0,1,0,2,2,1,1,1,1,0,1,0,0,1,1,84.94,88.38,97.94,32.67,73.61,63.73,46.97,77.1,70.3,99.72,28.42,68.17,94.13,92.74,41.46,6.08,51.27,26.45,63,97.85
2,211,1,8.631,0,0,0,0,2,2,0,0,1,1,0,1,1,1,2,2,1,1,1,1,13.08,56.98,82.01,38.26,18.87,45.55,92.65,12.76,72.23,69.85,6.17,25.53,77.44,98.85,27.59,98.11,43.81,83.17,85.34,4.71
2,212,0,8.273,0,1,0,0,1,1,0,1,1,1,1,1,2,2,0,0,0,0,1,1,8.75,5.14,70.77,49.07,7.51,58.01,31.49,56.19,88.42,59.02,32.32,38.07,74.18,1.82,11.22,4.21,90.68,88.5,48.43,85.05
2,213,1,6.122,1,0,1,0,1,1,0,0,0,0,1,0,0,0,2,2,0,0,1,2,36.66,84.14,80.6,99.66,38.91,33.63,0.42,26.04,35.12,17.82,97.15,13.5,78.11,4.82,27.92,79.07,26.4,34.66,54.57,2.41
2,214,1,5.937,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,4.61,83.61,27.34,2.69,83.21,92.28,89.24,28.49,12,97,86.13,83.78,48.53,40.77,78.65,19.29,28.57,18.36,80.98,57.11
2,215,0,7.148,0,0,0,0,1,2,0,0,1,0,1,1,1,1,1,1,0,1,0,1,29.06,22.33,82.28,4.57,13.83,3.85,35.71,61.27,90.34,39.22,77.66,47.22,78.42,8.99,74.9,49.92,25.56,48.32,45.06,7.06
2,216,1,6.122,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,63.27,20.31,29.32,94.09,38.36,68.08,34.61,25.9,49.46,14.82,90.5,87.58,86.15,50.43,32.62,43.49,19.25,68.5,17.64,29.48
2,217,1,7.783,1,1,2,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,59.66,13.34,70.69,10.28,59.39,27.98,52.53,4.64,12.09,78.8,55.64,69.14,6.28,7.53,84.24,54.51,87.94,30.68,64.36,5.13
2,218,1,4.688,0,0,1,2,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,74.61,30.34,98.09,92.78,30.59,71.74,92.26,17.4,85.17,55.83,5.82,34.74,14.8,5.11,0.35,67.36,61.67,64.7,36.08,71
2,219,1,7.721,1,1,1,1,0,1,2,1,0,0,1,1,0,0,0,0,0,0,1,1,58.17,38.06,46.64,98.11,87.05,74.83,73.99,75.12,7.65,48.03,61.85,43.67,92.61,63.99,69.59,96.92,7.99,41.37,12.02,82.95
2,220,0,6.715,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,2,59.85,16.44,20.64,36.05,56.32,51.88,12.11,70.33,59.73,51.53,18.11,57.68,39.01,88.73,31.43,86.74,70.2,0.56,72.97,86.77
2,221,0,8.767,0,1,0,0,1,1,1,1,0,0,1,1,1,2,1,1,0,1,2,1,80.63,43.34,14.7,25.46,73.82,7.37,39.79,10.2,68.14,93.19,25.9,64.9,44.08,59.51,24.18,63.01,92.57,42.03,64.56,79.71
2,222,1,7.45,2,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,30.84,12.24,58.93,5.78,28.75,34.7,91.61,17.28,46,56.68,30.96,80.89,20.13,25.34,10.33,78.86,40.99,33.63,98.85,25.65
2,223,0,8.52,0,0,1,0,0,0,0,0,1,1,1,1,1,2,1,1,0,0,0,0,2.56,65.71,19.12,19.45,4.76,83.41,90.77,46.24,89.53,38.28,7.5,58.5,97.54,30.12,28.23,97.7,22.72,53.02,42.97,11.26
2,224,1,7.702,2,2,0,0,0,0,0,0,1,0,2,2,1,0,2,0,0,1,2,2,64.73,50.34,27.91,19.48,72.43,65.82,19.28,79.06,80.77,44.82,21.16,23.02,52.77,23.13,47.76,53.33,96.35,67.5,2.71,30.94
2,225,0,9.089,1,1,1,1,1,1,2,1,0,0,1,1,0,1,1,1,0,1,1,1,21.05,6.85,82.12,86.81,74.5,13.03,56.03,97.05,84.18,53.61,27.84,15.73,56.23,46.41,93.33,79.52,67.82,32.17,35.68,76.53
2,226,1,5.428,0,0,1,0,2,1,1,2,0,0,1,1,0,0,0,0,1,1,2,2,35.35,56.4,63.77,60.61,4.56,92.18,97.96,19.42,47.53,75.27,67.93,98.48,89.86,55.68,97.84,88.54,74.64,14.74,60.74,95.82
2,227,0,10.311,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,2,0,1,55.59,98.08,91.23,85.63,42.07,23.88,85.39,71.53,31.59,63.34,22.03,25.23,63.57,30.94,27.67,71.53,5.09,19.74,69.55,79.44
2,228,1,6.35,0,0,0,0,1,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,24.8,38.4,45.02,65.35,13.05,32.87,39.54,25.92,42.36,93.58,15.52,82.68,69.91,75.1,70.65,48.81,85.87,38.19,14.67,19.01
2,229,1,6.952,1,1,1,1,1,1,0,0,2,2,2,1,0,0,0,1,1,1,0,1,44.82,32.53,99.91,78.67,4.43,63.03,38.42,26.74,13.8,94.53,59.2,20.62,46.29,69.71,7.77,6.17,29.31,80.33,28.86,11.54
2,230,0,7.243,1,1,0,0,1,0,0,0,2,2,0,1,0,0,1,1,0,0,1,1,85.16,96.19,81.85,8.08,54.13,37.58,47.36,9.67,19.99,75.83,61.38,31.66,42.1,15.68,63.03,28.21,92.88,81.03,34.26,64.39
2,231,1,7.316,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,71.84,23.89,18.78,90.98,51.67,85.13,57.38,76.45,71.35,41.32,95.17,95.54,53.02,36.91,83.99,80.01,61.17,29.76,77.69,35.81
2,232,1,5.524,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,76.67,14.93,85.96,87.46,97.99,54.97,98.77,74.35,71.97,37.95,52.43,50.45,14.72,65.41,58.88,96.7,53.49,99.27,32.46,82.45
2,233,1,7.132,2,1,1,0,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,5.28,15.65,7.18,13.33,90.7,40.02,76.46,56.77,5.28,25.15,69.03,90.25,76.12,19.42,55.15,75.35,70.63,76.95,82.79,77.36
2,234,1,6.581,0,0,0,0,0,0,0,1,2,2,1,1,0,1,0,1,1,0,1,1,16.54,11.68,98.17,60.08,1.42,70.2,28.86,94.53,12.69,11.41,53.63,38.91,8.36,26.15,61.06,88.42,72.93,84.48,82.65,22.74
2,235,1,6.309,1,2,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,98.6,6.17,42.34,9.75,82.63,44.98,13.75,72.48,73.49,61.71,5.78,6.67,18.83,66.3,37.24,2.86,51.76,5.65,37.86,8.94
2,236,0,6.328,1,1,2,2,2,2,2,2,2,2,1,1,2,0,0,0,0,0,0,0,73.71,99.36,94.67,92.26,19.29,79.43,56.02,62.07,44.11,11.64,81.36,83.86,68.72,3.73,39.32,37.42,80.25,52.97,26.03,4.33
2,237,1,6.741,1,1,1,2,1,0,1,0,2,2,0,0,0,0,0,0,0,0,1,1,31.49,33.44,29.72,76.31,24.06,9.92,2.55,51.52,45.57,94.13,82.91,92.02,74.56,53.28,15.12,92.24,28.83,27.02,10.15,98.66
2,238,0,6.02,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,83.16,71.62,67.32,5.59,93.41,76.11,22.06,10.55,45.03,63.13,79.15,38.28,40.43,90.04,29.85,97.77,96.61,58.46,88.64,22.52
2,239,1,7.659,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,1,1,1,0,0,10.66,78.13,90.98,83.18,93.3,88.37,9.79,68.23,31.64,3.47,37.37,29.44,15.59,12.92,24.11,95.36,85.55,82.87,27.95,43.88
2,240,0,7.296,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,47.06,30.22,6.54,43.34,2.85,41.26,55.2,21.04,36.73,14.97,16.48,90.86,77.26,71.32,51.12,63.27,29.48,19.08,32.84,86.24
3,1,1,8.61,1,1,0,0,0,0,1,1,1,1,1,0,1,1,2,1,1,1,1,1,22.18,31.8,73.25,36.52,67.81,39.15,24.02,1.56,68.18,58.94,1.59,35,13.78,87.8,19.97,17.77,61.6,3.33,56.85,69.74
3,2,1,5.619,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,44.35,5.24,17.6,3.43,65.62,40.14,34.43,27.02,95.19,13.58,79.35,40.5,50.94,65.33,26.92,24.44,97.46,25.31,56.96,35.31
3,3,1,6.422,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,34.36,38.19,70.73,63.3,83.64,92.9,96.46,1.85,93.66,95.05,82.58,84.23,89.49,82.62,55.57,2.28,62.59,90.37,0.1,45.97
3,4,1,7.342,0,0,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,44.66,18.85,46.47,94.64,32.7,98.87,95.91,28.09,13.1,21.77,83.8,15.28,30.22,5.58,3.01,25.84,95.26,58.67,40.06,20.25
3,5,1,5.785,0,0,2,2,0,0,0,0,1,1,0,0,1,1,2,1,1,1,2,2,40.51,55.87,55.08,99.36,38.6,83.73,15.85,70.73,6.08,7.53,96.01,10.51,42.28,38.62,16.18,43.6,17.26,55.68,95.64,62.83
3,6,1,7.046,0,0,1,0,0,1,0,0,0,0,1,1,2,2,1,1,2,1,0,0,55.3,58.03,73.43,1.37,0.95,10.8,46.89,38.56,57.23,30.87,81.27,13.25,4.08,7.31,91.54,85.39,24.54,53,10.49,26.36
3,7,0,6.656,0,0,1,1,1,1,2,2,0,0,1,1,0,0,0,1,1,1,0,0,2.44,14.38,25.73,64.21,6.03,16.68,62.72,60.13,21.1,5.52,27.7,60.49,97.08,58.33,42.42,66.41,83.75,91.88,44.24,46.2
3,8,1,8.31,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,10.39,60.89,99.38,11.3,38.64,70.99,83.66,54.73,22.63,96.62,57.8,71.89,82.56,13.05,28.27,60.27,93.54,40.97,54.42,68.3
3,9,1,10.552,2,2,1,1,0,0,1,1,2,2,0,0,0,0,1,1,1,1,0,0,12.89,72.22,43.21,0.44,62.82,67.13,9.75,46.98,78.05,22.77,22.52,48.93,63.72,28.09,62,26.37,30.86,92.76,68.97,52.52
3,10,1,7.67,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,1,85.37,76.36,64.61,52.33,99.51,58.68,2.69,96.59,34.38,92.1,26.14,58.61,84.88,98.77,29.57,48.63,91.02,34.75,48.63,19.41
3,11,1,6.364,0,0,1,1,2,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,87.16,61.88,12.64,68,88.24,70.56,48.37,7.53,20.74,4.75,47.67,4.23,97.33,53.24,32.25,81.55,7.84,72.76,61.74,85.22
3,12,0,7.787,0,0,2,2,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,49.79,61.17,56.86,52.97,26.19,74.68,52.85,69.85,50.88,40.92,12.34,26.58,87.08,33.88,97.25,55.05,88.86,94.95,43.05,39.11
3,13,1,5.879,1,2,0,0,2,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,90.29,77.85,90.25,11.48,21.99,90.01,59.74,96.47,53.13,89.64,75.02,68.97,98.47,18.78,71.19,46.13,69.67,84.36,50.45,67.65
3,14,1,8.34,2,0,2,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,97.07,30.2,53.27,97.61,69.49,43.88,15.09,61.01,69.89,91.86,48.06,66.39,56.67,5.53,56.12,73.41,69.85,94.13,95.35,57.11
3,15,1,5.605,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,29.63,32.31,45.81,34.12,56.78,16.44,61.45,17.42,32,53.15,37.31,37.96,45.16,93.54,45.79,50.87,32.16,10.24,18.09,2.4
3,16,1,3.996,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,11.73,87.3,19.94,39.68,53.84,16,26.97,58.35,50.06,61.22,35.01,34.72,20.35,27.35,74.22,2.67,85.82,66.42,28.6,76.11
3,17,0,5.69,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,70.43,47.83,34.16,95.25,3.25,57.92,94.92,78.19,49.2,30.06,71.88,38.82,67.09,61.91,4.09,65.13,78,41.09,47.69,17.51
3,18,1,8.408,2,2,0,0,1,1,1,0,1,1,1,1,0,0,2,1,2,1,2,1,25.55,35.67,99.08,0.29,43.21,73.16,73.57,68.6,43.3,3.73,41.33,97.45,89.45,78.43,26.25,77.48,14.87,30.35,26.6,31.91
3,19,1,8.676,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,69.86,63.37,96.43,53.45,23.43,21.12,88.96,28.39,89.72,49.94,61.38,14.46,11.86,87.56,45.47,57.63,65.92,83.98,16.63,82.72
3,20,1,5.737,0,0,0,0,2,1,0,0,1,1,2,1,2,2,0,0,0,0,1,1,1.61,26.49,39.21,88.61,83.5,42,41.41,21.19,4.68,23.9,74.04,5,47.55,88.68,85.71,6.14,33.53,3.23,22.11,63.9
3,21,0,4.239,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,24.7,42.16,6.98,87.38,69.3,10.96,56.15,42.67,31.38,99.79,40.18,92.65,65.06,77.98,64,56.12,9.22,18.76,58.77,8.36
3,22,1,8.461,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,20.36,36.06,6.07,98.05,6.39,14.24,85.15,56.91,77.29,44.15,76.68,84.48,71.28,9.26,1.9,22.09,52.95,31.36,70.96,71.32
3,23,1,8.345,1,1,1,1,0,1,0,0,2,1,1,1,1,1,0,1,1,1,0,1,69.51,62.69,64.23,26.3,4.29,61.88,31.51,1.21,24.2,56.75,62.6,81,17.85,11.77,96.72,33.44,25.21,15.11,71.75,99.83
3,24,0,5.974,0,0,0,0,1,1,0,0,1,1,2,1,0,0,2,1,1,0,1,0,92.09,83.77,84.11,32.38,83.2,90.97,35.98,14.98,74.18,37.33,53.86,9.71,99.13,53.65,37.68,40.3,50.01,2.42,71.72,98.63
3,25,1,5.367,0,0,0,1,1,1,0,0,1,1,2,2,1,1,0,0,1,1,1,0,37.03,86.61,98.26,99.38,14.64,95.81,40.55,14.06,13.59,42.7,46.01,76.74,93.83,61.94,12.44,71.94,13.52,57.33,34.82,54.16
3,26,0,8.376,1,1,0,1,2,2,0,0,0,0,0,1,0,0,1,1,0,1,2,2,71.38,60.36,29.88,94.81,59.62,71.9,52.82,15.9,82.96,93.03,51.33,93.81,48.82,77.11,16.99,49.49,75.83,83.84,46.57,25.55
3,27,1,6.177,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,97.05,50.98,22.19,63.56,23.13,18.21,25.56,60.23,30.79,40.85,23.8,63.34,10.95,28.92,77.93,35.72,92.24,29.61,12.75,46.38
3,28,0,6.348,1,2,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,56.13,91.66,7.64,44.48,68.84,78.2,31.59,30.64,15.17,43.59,56.04,40.14,97.41,76.98,43.93,63.45,66.64,6.44,14.46,36.2
3,29,0,8.452,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,22.22,24.3,67.6,31.17,39.2,90.53,67.95,84.93,18.86,26.58,49.77,7.6,12.31,5.53,74.55,81.58,9.98,16.81,12.84,58.93
3,30,0,7.255,2,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,5.75,50.82,99.08,82.75,13.67,25.87,14.06,65.29,27.9,59.61,17.91,45.17,3.43,71.13,75.4,80.4,77.93,65.94,95.95,23.61
3,31,0,7.974,1,1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,88.99,54.03,89.51,31.43,64.23,72.29,85.68,82.87,38.38,72.04,82.84,20.74,48.35,61.35,50.35,39.21,78.14,35.56,34.72,71.51
3,32,1,6.7,0,0,0,0,0,1,0,0,1,1,1,1,0,0,2,1,0,0,1,2,76.95,49.57,52.67,4.64,74.58,40.63,52.7,21.99,12.23,90.84,24.35,17.76,74.12,39.14,71.06,4.24,7.23,96.62,85.95,40.08
3,33,0,8.462,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,55.09,89.96,76.82,63.38,7.57,31.43,24.05,84.83,53.18,88.48,5.96,46.24,22.87,33.26,42.84,72.04,73.96,97.04,1.86,53.44
3,34,0,6.998,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,60.61,81.65,28.03,39.2,50.43,95.23,80.33,52.05,50.69,52.33,47.21,17.5,83.51,62.42,42.42,70.78,37.14,20.88,99.87,57.26
3,35,1,7,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,92.57,88.96,29.33,97.57,32.1,25.7,3.35,12.43,95.56,72.71,51.2,75.95,31.19,2.54,50.38,13.48,65.83,30.69,69.98,63.64
3,36,1,9.724,1,1,0,1,0,0,1,1,2,1,0,0,1,1,1,1,1,0,1,1,27.6,50.28,57.74,36.16,77.69,94.5,73.63,35.62,71.84,75.22,81.93,17.98,29.89,1.68,21.74,78.86,75.49,67.58,8.15,31.59
3,37,1,6.563,1,1,2,1,1,0,2,1,0,0,0,1,1,0,0,0,2,2,2,1,44.51,82.73,27.01,3.11,12.69,80.81,63.59,14.28,83.66,33.96,15.59,73.28,56.58,5.48,54.81,4.96,91.73,2.63,49.81,88.31
3,38,0,9.503,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,46.68,30.23,74.27,2.11,89.61,89.14,51.46,87.24,54.28,80.16,56.39,51.38,80.05,21.05,97.68,65.92,27.05,94.99,17.1,32.41
3,39,0,5.863,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,2,0,0,1,1,57.09,51.78,33.97,22.31,25.63,62.1,65.09,67.74,51.32,77.4,84.01,74.01,9.76,34.95,68.13,43.96,54.67,30.74,87.21,66.77
3,40,1,7.009,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,57.42,9.5,61.45,95.89,30.14,7.44,37.35,73.73,47.34,30.49,20.93,6.65,63.22,5.39,79.8,13.01,50.41,68.56,70.51,52.01
3,41,1,7.782,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,0,1,1,1,2,60.8,86.09,92.55,22.75,34.35,67.03,92.45,90.22,78.6,6.44,16.28,66.35,71.06,37.95,33.31,42.89,88.48,97.07,69.98,38.99
3,42,0,8.793,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,42.08,71.58,87.85,13.07,79.17,77.27,7.09,95.88,4.13,41.13,81.2,8.87,31.07,85.41,69.36,89.5,42.16,52.1,49.53,96.95
3,43,1,6.805,2,2,1,1,2,2,1,1,0,0,0,0,2,2,0,0,2,1,0,0,66.01,55.66,81.39,68.84,40.87,29.25,73.1,70.83,91.76,93.49,25.12,63.25,43.03,9.63,78.45,31.75,50.45,61.94,8.89,91.26
3,44,0,8.306,1,1,2,1,0,0,0,0,1,1,0,0,0,0,1,2,1,1,2,2,4.24,70.83,66.5,18.75,38,19.63,4.1,97.86,54.67,81.34,9.92,16.54,3.92,10.17,62.69,55.51,37.87,36.4,89.99,40.41
3,45,1,6.798,0,0,1,2,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,33.09,8.39,26.2,94.45,70.75,50.73,38.5,37.56,58.04,58.52,65.71,62.2,63.87,59.35,8.36,42.34,58.66,62.82,9.42,92.61
3,46,0,8.292,2,2,0,0,1,0,0,0,0,0,2,1,1,0,2,0,1,0,2,2,53.13,89.17,1.54,37.82,17.36,68.59,93.81,9.59,3.12,98.8,47.4,94.96,16.73,27.29,59.04,24.33,81.28,13.4,91.01,37.11
3,47,0,8.547,2,2,0,0,0,1,0,0,2,2,0,0,0,0,1,1,1,1,0,0,64.06,75.38,93.75,90.52,75.73,68.96,88.82,98.15,58.54,74.53,73.6,56.58,44.32,33.31,36,45.56,36.39,13.67,80.11,35.74
3,48,0,8.144,0,0,1,1,1,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0,45.69,12.38,24.95,96.18,56.83,61.25,77.13,86.87,5.43,48.69,28.92,79.53,90.66,89.19,75.33,67.85,7.98,55.97,17.08,67.24
3,49,1,7.496,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,55.52,32.73,89.53,98.49,72.12,69.32,0.83,50.93,63.53,65.71,41.89,77.81,46.76,69.8,50.25,40.06,54.36,39.87,25.64,60.27
3,50,1,7.348,0,0,1,1,0,1,1,1,0,0,2,2,0,1,1,1,1,2,0,1,73.55,46.43,29.66,33.33,71.96,67.19,95.41,77.39,56.58,95.7,44.96,99.72,77.51,53.08,65.42,68.89,37.38,97.76,93.05,61.67
3,51,1,8.893,2,2,1,0,2,2,0,0,0,0,0,0,0,0,0,1,2,2,1,1,99.71,21.16,72.54,53.75,97.49,45.78,29.11,97.33,92.86,4.78,71.16,22.27,22.07,4.22,37,42.55,13.8,8.4,14.19,67.44
3,52,1,6.782,1,1,0,0,1,0,0,0,1,0,1,1,2,1,0,0,1,0,0,0,58.17,26.54,84.72,51.16,53.29,20.26,84.52,31.59,95.08,10.81,70.78,39.68,29.77,68.31,53.1,34,99.64,13.47,42.9,21.84
3,53,1,9.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8.62,2.29,23.77,25.85,33.17,79.43,68.47,91.44,39.16,86.93,71.84,63.93,94.18,73.65,78.7,38.74,71.25,21.15,19.03,96.26
